DEPTH,GR,RHOB,Vp,Vsh,Caliper,Porosity,Resistivity,Stress,PP
22.0024,57.382,1.4506,1.4614,0.033807633,11.4844,66.1596,0.7881,312783.4781,1609.0
22.1548,58.007,1.4506,1.4594,0.044766489,11.4844,66.1591,0.7751,314949.9782,1609.0
22.3072,59.1046,1.4506,1.4577,0.064011993,11.4844,66.1585,0.7798,317116.4783,1609.0
22.4596,59.2124,1.4506,1.4567,0.065902177,11.4844,66.1581,0.7711,319282.9784,1609.0
22.612,59.8294,1.4506,1.4564,0.07672076,11.4844,66.1575,0.7446,321449.4786,1609.0
22.7644,57.6985,1.4506,1.4569,0.039357197,11.4844,66.1571,0.7671,323615.9787,1609.0
22.9168,56.6422,1.4506,1.4581,0.020835854,11.4844,66.1566,0.7528,325782.4788,1609.0
23.0692,55.543,1.4506,1.4605,0.001562295,11.4844,66.1561,0.7672,327948.9789,1609.0
23.2216,56.4154,1.4506,1.4638,0.016859104,11.4844,66.1556,0.7749,330115.479,1609.0
23.374,57.0375,1.4506,1.4681,0.027767111,11.4844,66.1551,0.7567,332281.9791,1609.0
23.5264,55.2908,1.4506,1.4739,0.008213005,11.4844,66.1546,0.757,334448.4792,1609.0
23.6788,54.4794,1.4506,1.4791,0.015063605,11.4844,66.1541,0.743,336614.9793,1609.0
23.8312,55.9223,1.4506,1.4809,0.017444745,11.4844,66.1536,0.7538,338781.4795,1609.0
23.9836,56.313,1.4506,1.4796,0.052991768,11.4844,66.1532,0.76,340947.9796,1609.0
24.136,54.7045,1.4506,1.4773,0.085172229,11.4844,66.1527,0.7422,343114.4797,1609.0
24.2884,53.2055,1.4506,1.4765,0.056872079,11.4844,66.1522,0.7465,345280.9798,1609.0
24.4408,53.3832,1.4506,1.4767,0.074467619,11.4844,66.1517,0.7342,347447.4799,1609.0
24.5932,53.6367,1.4506,1.4764,0.119342819,11.4844,66.1512,0.7621,349613.98,1609.0
24.7456,53.0867,1.4506,1.4753,0.155706934,11.4844,66.1507,0.7513,351780.4801,1609.0
24.898,51.77,1.4506,1.473,0.150786846,11.4844,66.1502,0.7434,353946.9802,1609.0
25.0504,53.1847,1.4506,1.471,0.096332728,11.4844,69.2069,0.7423,356113.4804,1609.0
25.2028,51.357,1.4506,1.4702,0.087041372,11.4844,74.9124,0.7512,358279.9805,1609.0
25.3552,52.8536,1.4506,1.47,0.073256008,11.4844,72.7572,0.7462,360446.4806,1609.0
25.5076,52.4693,1.4506,1.4697,0.08923665,11.4844,69.0907,0.7594,362612.9807,1609.0
25.66,54.4851,1.4506,1.4694,0.112027564,11.4844,72.8837,0.7386,364779.4808,1609.0
25.8124,54.9032,1.4506,1.4697,0.085440502,11.4844,72.8831,0.7338,366945.9809,1609.0
25.9648,54.7564,1.4506,1.4706,0.06058231,11.4844,72.8824,0.7429,369112.481,1609.0
26.1172,54.533,1.4506,1.4714,0.02578575,11.4844,72.6491,0.731,371278.9811,1609.0
26.2696,54.1122,1.4506,1.4739,0.073503239,11.4844,73.6616,0.7515,373445.4812,1609.0
26.422,54.3452,1.4506,1.4794,0.117352691,11.4844,74.2796,0.7332,375611.9814,1609.0
26.5744,56.4488,1.4438,1.484,0.168233345,11.4184,73.3925,0.7332,376007.5635,1609.0
26.7268,58.4761,1.444,1.4835,0.173725047,11.1143,75.843,0.7514,378216.2922,1609.0
26.8792,60.3114,1.4788,1.4789,0.197304998,10.8133,75.841,0.7703,389539.8174,1609.0
27.0316,58.6974,1.5537,1.4755,0.179853239,10.5886,64.9463,0.7614,411590.1698,1609.0
27.184,59.7009,1.6246,1.4789,0.192553238,10.5984,55.6708,0.7519,432798.6387,1609.0
27.3364,62.2602,1.6487,1.4843,0.155452688,10.3917,55.6574,0.7661,441681.3223,1609.0
27.4888,64.3341,1.6647,1.4822,0.116914337,10.1579,55.7283,0.7619,448453.9325,1609.0
27.6412,64.0535,1.6667,1.4793,0.053042617,9.9887,55.8457,0.7605,451481.9628,1609.0
27.7936,60.9479,1.6875,1.4825,0.040044537,9.9431,60.7183,0.7461,459636.66,1613.0
27.946,60.418,1.6991,1.4841,0.065113139,10.0269,59.0361,0.744,465333.8763,1613.0
28.0984,59.6318,1.7125,1.4809,0.085263407,10.1512,57.4429,0.738,471561.398,1611.0
28.2508,60.5432,1.714,1.4791,0.062216494,10.2837,56.9997,0.7438,474534.3378,1612.9921
28.4032,61.843,1.7132,1.4791,0.049297318,10.2054,57.8445,0.7444,476871.55,1612.9919
28.5556,60.3267,1.6714,1.4785,0.037467014,10.0568,60.0343,0.747,467732.7324,1611.0
28.708,58.909,1.6711,1.478,0.075128657,10.0588,62.6309,0.7503,470144.6002,1611.0
28.8604,56.9245,1.6594,1.4778,0.083383744,10.1732,67.2695,0.7532,469331.288,1613.0
29.0128,59.6459,1.6844,1.4778,0.095752347,10.2294,61.7959,0.7483,478917.7711,1612.0079
29.1652,62.1467,1.6802,1.4785,0.021954534,10.2937,61.1404,0.7424,480233.0166,1612.004
29.3176,65.0485,1.671,1.4802,0.012955998,10.3329,61.0889,0.7322,480099.1541,1613.0
29.47,65.3617,1.667,1.4818,0.230733893,10.3375,60.9562,0.7621,481439.602,1613.0
29.6224,66.7065,1.6722,1.4817,0.446688234,10.345,61.2624,0.7486,485438.8573,1613.0
29.7748,65.7112,1.6838,1.4815,0.604017078,10.342,62.8966,0.7519,491321.1208,1616.0
29.9272,66.4355,1.6942,1.4824,0.569676407,10.3524,63.6145,0.7719,496886.09,1615.0
30.0796,64.3196,1.6945,1.4834,0.428370287,10.3461,65.5065,0.7659,499504.8456,1614.0
30.232,62.1217,1.6874,1.4834,0.27175859,10.3439,61.7961,0.7604,499932.0726,1614.0
30.3844,58.479,1.6896,1.4827,0.130929399,10.3236,64.2389,0.7612,503107.326,1614.0
30.5368,57.7377,1.6664,1.4822,0.330492798,10.3867,61.6451,0.7534,498687.9305,1616.0
30.6892,59.1674,1.6313,1.4825,0.474548276,10.5249,65.8498,0.7353,490620.2612,1616.0
30.8416,60.3166,1.5897,1.4841,0.374550906,10.6604,66.3111,0.7794,480483.1369,1616.004
30.994,59.0022,1.5629,1.4861,0.220069611,10.7558,64.1862,0.7684,474717.1215,1617.0
31.1464,58.2654,1.5581,1.4872,0.311252553,10.81,67.9186,0.7977,475586.2172,1617.0
31.2988,57.5907,1.5749,1.4871,0.604418611,10.879,66.9823,0.7808,483066.3052,1617.0
31.4512,59.7386,1.5889,1.4869,0.698410528,10.7723,65.4177,0.7709,489733.5545,1615.0079
31.6036,60.2094,1.6001,1.4876,0.525909366,10.7157,64.7467,0.7868,495575.4195,1616.0
31.756,60.9148,1.5838,1.4887,0.223446692,10.7249,67.5814,0.7695,492892.4974,1617.0
31.9084,56.706,1.5755,1.4885,0.006992627,10.823,68.107,0.7634,492662.5052,1618.0
32.0608,56.1928,1.5575,1.4873,-0.023218748,10.9301,70.1314,0.8056,489360.0208,1618.0
32.2132,68.613,1.5306,1.4875,0.235273489,11.0091,64.2347,0.8255,483194.1344,1618.0
32.3656,80.9292,1.5247,1.4885,0.370775799,11.0806,67.8705,0.825,483608.7371,1617.0
32.518,89.9019,1.5241,1.4886,0.292436636,11.2331,64.0498,0.809,485694.7012,1616.004
32.6704,87.9434,1.5251,1.4877,0.034161823,11.3107,65.2558,0.8024,488291.145,1617.0
32.8228,79.8845,1.5125,1.4873,-0.11299545,11.2082,67.2134,0.8156,486515.953,1618.0
32.9752,70.9527,1.5188,1.4878,-0.108510209,11.0759,70.6537,0.7922,490810.7908,1616.0
33.1276,62.921,1.5337,1.4878,0.080492359,10.9793,73.072,0.7725,497916.4412,1618.004
33.28,74.3024,1.554,1.4882,0.375210191,10.9,65.756,0.766,506827.776,1617.0
33.4324,82.5181,1.5606,1.4904,0.497535572,10.8887,68.3832,0.7877,511311.1137,1620.0
33.5848,76.8151,1.5686,1.4927,0.317989181,10.8582,66.5142,0.7927,516274.9493,1618.0
33.7372,68.0048,1.5672,1.494,0.051599555,10.8717,67.306,0.8,518154.8104,1618.996
33.8896,73.2051,1.5667,1.4946,-0.079897951,10.9055,67.8714,0.8155,520329.3959,1617.0
34.042,89.9248,1.5699,1.4946,0.114882127,10.9716,68.1471,0.7797,523736.8508,1618.0
34.1944,95.2853,1.5619,1.4939,0.310808939,11.0232,65.7113,0.7567,523400.6869,1620.0
34.3468,85.4473,1.5604,1.4921,0.524082305,11.0477,70.3602,0.7576,525228.5179,1621.0
34.4992,68.1974,1.5511,1.4902,0.554753075,11.1236,65.8506,0.7984,524414.7494,1619.0
34.6516,55.8527,1.5535,1.49,0.599687892,11.0474,70.0871,0.795,527546.3539,1619.0
34.804,54.1297,1.5607,1.4909,0.595975908,10.9076,68.1011,0.7804,532322.3074,1618.996
34.9564,68.8719,1.5725,1.4928,0.558463305,10.838,67.1557,0.7814,538695.6022,1621.0
35.1088,76.5998,1.5896,1.4961,0.525942681,10.7758,67.0265,0.8186,546927.6951,1621.0
35.2612,72.132,1.6005,1.498,0.488216161,10.7785,68.345,0.8482,553068.3959,1620.0
35.4136,57.4022,1.6057,1.4984,0.513232161,10.7157,66.9266,0.8184,557263.4517,1622.988
35.566,49.0096,1.6094,1.4991,0.525507833,10.7016,69.774,0.8438,560951.2199,1620.0
35.7184,49.2654,1.6003,1.5003,0.562192823,10.7088,66.8608,0.8619,560169.5241,1619.0
35.8708,60.0445,1.594,1.5018,0.52670191,10.7566,66.9156,0.8634,560344.941,1623.0
36.0232,76.8527,1.5845,1.5023,0.502152319,10.8688,68.3716,0.8491,559371.8519,1622.0
36.1756,83.8291,1.5849,1.5008,0.500616326,10.9072,66.7131,0.8495,561880.1427,1621.0
36.328,73.5893,1.5912,1.4982,0.514152705,10.9426,66.8658,0.8574,566490.1133,1622.0
36.4804,58.3967,1.6,1.4963,0.466587763,10.865,67.278,0.8689,572012.672,1625.0
36.6328,50.8972,1.6196,1.4951,0.450028493,10.8241,63.8142,0.8639,581438.7322,1622.0
36.7852,62.0058,1.6311,1.4944,0.481470766,10.7996,66.5814,0.8578,588003.3293,1623.0
36.9376,73.1798,1.6347,1.494,0.516528585,10.8059,65.2165,0.8578,591742.5683,1624.0
37.09,85.3431,1.6134,1.494,0.535348009,10.8742,66.0157,0.8562,586441.8588,1623.996
37.2424,87.0923,1.5941,1.4945,0.519232354,10.9041,72.0283,0.8395,581807.4764,1624.0
37.3948,89.655,1.5821,1.4953,0.511880277,10.9011,68.3205,0.8449,579790.6682,1626.0
37.5472,89.4433,1.5839,1.4962,0.533857605,10.811,70.9412,0.8438,582815.8988,1626.0
37.6996,87.3039,1.5966,1.4973,0.538358626,10.736,69.2506,0.8187,589873.5773,1626.0
37.852,85.4492,1.6081,1.499,0.519605832,10.682,69.8871,0.8301,596524.0518,1624.0081
38.0044,83.2976,1.6236,1.5009,0.469207368,10.6729,68.7843,0.8463,604698.6496,1625.004
38.1568,84.7243,1.6323,1.5024,0.527161306,10.6905,67.7249,0.8254,610376.7775,1624.0
38.3092,85.4244,1.6275,1.5036,0.597899406,10.6707,66.5013,0.815,611012.5854,1624.0
38.4616,87.5166,1.6242,1.5047,0.635245435,10.6525,67.6118,0.8293,612199.4411,1626.0
38.614,85.4925,1.6363,1.5057,0.588949966,10.6111,66.2202,0.8461,619204.0644,1627.0
38.7664,84.0924,1.6639,1.5067,0.571785768,10.5744,66.8541,0.8258,632133.447,1628.996
38.9188,84.0048,1.6876,1.5077,0.529505624,10.5857,69.9578,0.8209,643657.7954,1626.0
39.0712,84.7768,1.691,1.5087,0.498298309,10.6317,67.7995,0.8327,647480.1122,1626.0
39.2236,82.0641,1.6861,1.5093,0.493881451,10.6974,66.6932,0.8214,648122.1372,1627.0
39.376,81.1197,1.6914,1.5092,0.524462797,10.667,66.2962,0.8405,652685.5507,1627.0
39.5284,82.9129,1.6946,1.5084,0.521162866,10.6582,66.7445,0.8199,656451.3011,1627.996
39.6808,84.9123,1.7065,1.507,0.527306839,10.6501,66.9974,0.8265,663609.795,1629.9921
39.8332,85.9856,1.7043,1.5055,0.503814559,10.6783,67.5861,0.8326,665299.683,1630.0
39.9856,85.0665,1.6997,1.505,0.505138388,10.6953,68.146,0.8428,666042.5383,1627.0
40.138,84.6472,1.7033,1.5061,0.479273735,10.7217,63.9335,0.8535,669997.1429,1628.0
40.2904,85.9006,1.6888,1.5074,0.511289375,10.6823,65.1217,0.8149,666815.7897,1630.0
40.4428,86.1573,1.6954,1.5072,0.54898784,10.7012,69.5184,0.8037,671953.8866,1628.996
40.5952,85.0878,1.6808,1.5055,0.582963801,10.6482,67.8215,0.8257,668677.6392,1630.0
40.7476,82.2135,1.6928,1.5036,0.60321226,10.7412,63.0947,0.8079,675979.8653,1631.0
40.9,85.5187,1.7018,1.5025,0.62390784,10.714,65.7739,0.8226,682115.476,1628.0
41.0524,89.553,1.6949,1.5016,0.576228926,10.6125,64.9699,0.8177,681881.185,1630.0
41.2048,91.6829,1.6959,1.5,0.542231924,10.5596,61.2275,0.8308,684816.3591,1632.0
41.3572,89.0426,1.6827,1.4972,0.491919378,10.5098,67.4554,0.8442,681999.2523,1631.004
41.5096,88.0637,1.6864,1.4943,0.531678108,10.5307,66.6043,0.8421,686017.5365,1632.0
41.662,85.6524,1.6807,1.4927,0.539021418,10.5334,66.311,0.846,686208.9693,1632.0
41.8144,83.8726,1.6694,1.493,0.5415779,10.6085,62.6924,0.8038,684088.6017,1632.0
41.9668,83.6207,1.6441,1.4946,0.518141729,10.7545,65.1666,0.8205,676176.6356,1632.0
42.1192,85.3648,1.6197,1.4961,0.48217038,10.9456,65.5328,0.7961,668560.5888,1633.0
42.2716,85.1766,1.5752,1.4969,0.482333447,10.9914,67.633,0.8194,652544.9983,1631.0
42.424,85.527,1.5506,1.497,0.466708749,10.9656,71.7324,0.7934,644670.0131,1631.996
42.5764,84.1872,1.5231,1.4968,0.503740915,10.8938,70.7726,0.8501,635511.5254,1632.0
42.7288,84.2627,1.532,1.4961,0.509444781,10.8392,73.2256,0.8216,641513.1117,1633.0
42.8812,82.7876,1.5349,1.4953,0.523170529,10.7658,73.3598,0.8466,645019.868,1633.0
43.0336,84.6135,1.5409,1.4957,0.526431884,10.7975,72.8952,0.8596,649842.6476,1633.0
43.186,86.7635,1.537,1.4973,0.524155949,10.8563,71.9056,0.8282,650493.4436,1633.0
43.3384,88.7012,1.5351,1.4983,0.505757345,10.9671,69.0817,0.8368,651982.0228,1635.0
43.4908,89.856,1.529,1.4987,0.503288534,11.0229,69.7443,0.8444,651674.8454,1633.0
43.6432,91.0363,1.5359,1.499,0.513239175,11.0035,70.9078,0.8238,656909.5906,1634.0
43.7956,88.3171,1.5381,1.4995,0.557341119,10.9994,68.0753,0.8302,660147.7211,1635.0
43.948,86.3782,1.5595,1.5002,0.566372969,10.9631,69.3154,0.8032,671661.6788,1634.004
44.1004,83.5088,1.5652,1.5011,0.59979485,10.9914,67.2196,0.7747,676454.2716,1634.0
44.2528,85.7763,1.5862,1.502,0.582346598,10.9447,67.5193,0.777,687899.1553,1633.0
44.4052,86.1951,1.587,1.5028,0.579462227,10.8591,68.9249,0.8022,690616.3135,1634.0
44.5576,86.3409,1.5894,1.5031,0.53263898,10.7676,68.1026,0.8239,694034.5245,1635.0
44.71,85.0043,1.5832,1.503,0.537150522,10.7494,67.5359,0.8167,693691.7456,1638.984
44.8624,82.9528,1.5719,1.5026,0.540041907,10.7518,72.5297,0.8294,691088.2243,1636.0
45.0148,82.9621,1.5669,1.5027,0.546405057,10.7961,70.3703,0.8118,691230.1632,1635.0
45.1672,82.071,1.5612,1.5035,0.538451557,10.846,69.6464,0.8392,691047.3199,1638.0
45.3196,84.183,1.5654,1.5045,0.511657593,10.8574,71.6976,0.859,695244.358,1639.0
45.472,84.5083,1.5726,1.505,0.522162314,10.8469,66.0188,0.8723,700790.8186,1638.0
45.6244,85.2911,1.5796,1.5048,0.506409616,10.8639,67.6094,0.8714,706269.362,1639.0
45.7768,85.4771,1.578,1.5045,0.53814997,10.8955,68.6051,0.8721,707910.7459,1639.0
45.9292,85.3473,1.5723,1.5045,0.552803275,10.9623,66.3061,0.9235,707701.9154,1635.0
46.0816,84.298,1.5757,1.5046,0.537229426,10.9324,68.4573,0.9519,711585.6158,1637.0
46.234,84.1572,1.5776,1.5041,0.524220825,10.909,65.5419,0.9583,714799.8323,1638.0
46.3864,84.7247,1.579,1.5033,0.471905877,10.871,67.5803,0.9458,717792.4309,1637.0
46.5388,87.2399,1.5751,1.5025,0.494274217,10.9299,65.5176,0.9445,718371.986,1639.0
46.6912,87.755,1.5677,1.5024,0.487174632,10.9383,67.1359,0.9414,717338.3836,1639.0
46.8436,89.6611,1.5641,1.5027,0.519355093,10.9717,68.8636,0.9462,718027.1326,1638.0
46.996,88.666,1.5567,1.5029,0.529268913,10.9536,68.4828,0.9477,716954.9974,1639.0
47.1484,88.5015,1.5553,1.5023,0.50538562,10.983,69.0364,0.9541,718633.0839,1640.0
47.3008,85.8311,1.5547,1.5007,0.477967439,10.9512,68.2556,0.9642,720677.8268,1639.0
47.4532,86.0884,1.5641,1.4989,0.42914179,10.9646,70.9412,0.9763,727371.1912,1641.0
47.6056,86.2533,1.5716,1.498,0.441606831,10.9167,70.0342,0.9536,733206.2174,1639.996
47.758,86.6162,1.5663,1.4979,0.484256946,10.8302,69.2203,0.9728,733072.8829,1640.0
47.9104,86.1626,1.5556,1.4983,0.538933747,10.7191,69.3618,0.9749,730388.2988,1641.0
48.0628,84.6345,1.5494,1.4983,0.56751269,10.7806,64.6143,0.9587,729791.3227,1641.0
48.2152,85.2336,1.5618,1.4983,0.514150952,10.8581,64.9532,0.9665,737964.4937,1640.0
48.3676,84.3352,1.582,1.4992,0.506737505,10.8998,61.3127,1.0245,749871.9234,1641.0
48.52,86.1454,1.6006,1.5006,0.481672409,10.7655,67.6361,0.9943,761078.8976,1641.0
48.6724,86.9811,1.6132,1.5013,0.549955726,10.6627,68.8773,1.0014,769479.4937,1641.004
48.8248,86.0929,1.6182,1.5015,0.552654235,10.5825,68.1609,1.0096,774281.2553,1641.0
48.9772,85.351,1.6153,1.5017,0.540750287,10.546,69.903,1.038,775306.1374,1644.0
49.1296,82.3674,1.6147,1.5017,0.522057109,10.5294,66.8135,1.0493,777429.7382,1642.0
49.282,83.6431,1.6167,1.5015,0.566313353,10.5254,67.1678,1.0055,780807.2521,1641.0
49.4344,83.2382,1.6122,1.5016,0.637637095,10.6946,67.1405,1.0266,781041.7689,1644.0
49.5868,85.0735,1.5972,1.5022,0.639267773,11.0408,63.91,1.0015,776160.3622,1644.0
49.7392,85.6389,1.553,1.5029,0.618573946,11.2899,69.9166,0.9099,757000.7805,1642.0
49.8916,84.2768,1.5153,1.5033,0.58811008,11.4209,69.337,0.9361,740887.2665,1642.012
50.044,82.7131,1.5012,1.5031,0.59790116,11.3075,69.3887,0.9482,736235.3174,1643.016
50.1964,79.9285,1.5149,1.5026,0.608719743,11.156,65.8804,0.8728,745216.7583,1642.0
50.3488,80.6394,1.5396,1.5021,0.599309154,10.9373,66.8303,0.8541,759666.7223,1643.0
50.5012,83.0718,1.5582,1.5022,0.496757055,10.7863,66.9102,0.9067,771171.5044,1641.0
50.6536,86.1901,1.5808,1.5026,0.496166154,10.6682,70.613,0.8781,784717.4666,1646.0
50.806,87.82,1.5963,1.5026,0.499734357,10.7113,68.5543,0.9059,794795.8544,1644.0
50.9584,84.7767,1.6066,1.5023,0.589966948,10.905,64.2987,0.8526,802323.7013,1646.0
51.1108,84.3539,1.5904,1.5016,0.569076738,11.0254,67.2761,0.8343,796608.8399,1646.0
51.2632,82.9244,1.58,1.5002,0.522816338,11.0328,65.431,0.8783,793759.3888,1646.0
51.4156,86.8187,1.5673,1.4984,0.473487459,11.0229,68.9432,0.9133,789719.9648,1646.0
51.568,86.9726,1.578,1.4968,0.445267966,11.1457,64.7258,0.8706,797468.1792,1646.0
51.7204,86.2937,1.5587,1.4965,0.486729264,11.4466,66.5016,0.8997,790042.5573,1648.0
51.8728,85.2276,1.5065,1.4974,0.517065131,11.6132,65.2239,0.8967,765834.4574,1646.9919
52.0252,87.7516,1.4621,1.4983,0.527056101,11.5685,71.339,0.8643,745447.2402,1646.0
52.1776,91.8193,1.4455,1.4986,0.489925743,11.3671,68.4234,0.8901,739142.6638,1646.004
52.33,91.9123,1.4831,1.4979,0.453207438,11.2116,69.5506,0.886,760584.1054,1648.0
52.4824,90.7321,1.5209,1.4974,0.411660223,11.0729,68.1565,0.8731,782240.7252,1647.0
52.6348,88.9947,1.5577,1.4975,0.448652061,10.9269,65.7154,0.8874,803494.434,1647.0
52.7872,89.5531,1.5838,1.4975,0.480771153,10.9286,71.5982,0.8911,819322.8001,1647.0
52.9396,90.1701,1.6055,1.4971,0.53885309,11.1999,63.9255,0.8708,832946.3724,1647.0
53.092,89.6334,1.612,1.4961,0.530413894,11.5374,64.342,0.8612,838726.1792,1648.0
53.2444,83.7847,1.599,1.4945,0.52606016,11.7942,63.2521,0.8725,834350.3969,1648.0
53.3968,83.751,1.5684,1.4928,0.450284492,11.7694,64.3324,0.867,820725.903,1649.0
53.5492,83.9545,1.5515,1.4916,0.441380641,11.4907,65.9432,0.8761,814199.5212,1648.0
53.7016,89.1006,1.5424,1.4911,0.443230495,10.9028,67.2704,0.8798,811727.6088,1649.0
53.854,87.9092,1.5536,1.4914,0.474448331,10.4744,69.8356,0.8961,819942.2291,1649.0
54.0064,85.2709,1.5659,1.4919,0.456430218,10.4496,67.918,0.8611,828772.4932,1650.0
54.1588,82.4576,1.5806,1.4923,0.417307979,10.4445,66.735,0.854,838913.3129,1651.0
54.3112,80.8482,1.5879,1.4923,0.448445158,10.4338,69.9418,0.875,845159.3939,1650.0
54.4636,83.2128,1.5921,1.4917,0.467487266,10.3976,71.6952,0.8486,849772.6761,1649.0
54.616,84.9429,1.5942,1.4912,0.533226375,10.3837,69.4846,0.8515,853274.5066,1650.0
54.7684,85.5127,1.5915,1.4912,0.529835266,10.3544,72.4187,0.8487,854206.3043,1650.0
54.9208,83.3951,1.5961,1.4908,0.515334508,10.3327,71.2066,0.8605,859059.071,1650.0
55.0732,81.301,1.5976,1.4897,0.459404014,10.3328,70.6915,0.8556,862252.4543,1651.0
55.2256,78.9315,1.5891,1.489,0.418133838,10.3702,73.1553,0.8544,860038.2094,1651.0
55.378,81.0412,1.571,1.4897,0.440093632,10.4497,75.4992,0.8406,852588.6124,1652.0
55.5304,82.873,1.5513,1.4915,0.470447034,10.4842,71.3923,0.8352,844214.2333,1652.0
55.6828,86.1855,1.5493,1.4937,0.531266055,10.4829,71.9569,0.8573,845439.748,1653.0
55.8352,85.7042,1.5508,1.4954,0.52648098,10.4401,71.0734,0.848,848574.436,1650.016
55.9876,85.4559,1.5594,1.4964,0.519034218,10.4055,70.5061,0.8845,855609.2217,1650.0
56.14,81.1343,1.5589,1.497,0.532645994,10.3755,70.6237,0.8851,857663.1308,1652.0
56.2924,80.6265,1.5644,1.4978,0.536636771,10.3359,74.0181,0.8828,863025.5395,1653.0
56.4448,80.732,1.5659,1.499,0.588506352,10.3356,70.8052,0.8583,866191.7407,1654.0
56.5972,82.5124,1.5714,1.5001,0.613283887,10.3367,71.9493,0.8523,871581.0328,1654.996
56.7496,81.4848,1.5678,1.5007,0.6152407,10.3344,74.5611,0.8287,871925.8242,1653.0
56.902,79.2536,1.5694,1.5005,0.619035095,10.3067,74.4805,0.8442,875159.5882,1655.0
57.0544,81.0294,1.575,1.5,0.602700262,10.2938,69.8968,0.8526,880634.664,1653.0
57.2068,82.1154,1.5823,1.4993,0.638061422,10.2879,69.7461,0.862,887079.5325,1654.0
57.3592,85.8646,1.5886,1.4989,0.627781138,10.2882,72.7925,0.8323,892984.0862,1656.0
57.5116,85.6712,1.5923,1.4989,0.626259173,10.3065,72.093,0.8414,897442.0627,1656.0
57.664,84.8442,1.5945,1.499,0.565140317,10.3048,68.6198,0.8524,901063.4304,1653.0
57.8164,81.6544,1.6149,1.4989,0.571948835,10.3016,72.9877,0.8972,915003.5027,1654.0
57.9688,79.3007,1.611,1.4986,0.535733761,10.3281,74.6407,0.9149,915199.8206,1656.0
58.1212,80.5531,1.6341,1.498,0.560912829,10.2858,66.6214,0.9115,930763.3586,1654.0
58.2736,82.2842,1.6403,1.4974,0.542528252,10.2734,69.3406,0.9254,936744.6236,1656.0
58.426,85.7528,1.6747,1.4968,0.541011546,10.224,74.4828,0.888,958891.0176,1655.0
58.5784,85.4799,1.6818,1.496,0.532900239,10.2831,69.681,0.8569,965468.1006,1655.0
58.7308,85.0552,1.682,1.4949,0.516260312,10.2755,68.2473,0.8814,968095.0149,1657.0
58.8832,85.8315,1.6737,1.4942,0.534367849,10.2623,70.6478,0.9748,965817.556,1656.0079
59.0356,86.0591,1.6598,1.4938,0.568722548,10.2357,70.8265,0.9531,960275.431,1659.0
59.188,89.0173,1.6492,1.4936,0.557672514,10.2253,68.7916,0.9243,956605.9261,1660.988
59.3404,90.4304,1.6444,1.4933,0.593787644,10.1723,67.7309,0.9258,956277.6668,1660.0
59.4928,90.542,1.6424,1.4931,0.627493578,10.1374,72.0329,0.8709,957567.5523,1660.0
59.6452,90.7584,1.6398,1.4934,0.6793842,10.1488,69.7335,0.8294,958500.7498,1659.0
59.7976,89.8268,1.6341,1.4942,0.675500381,10.175,71.8409,0.8007,957609.53,1663.0
59.95,91.8435,1.6362,1.4952,0.645765936,10.2207,68.8272,0.9209,961283.862,1662.0
60.1024,91.2572,1.6418,1.4957,0.639532539,10.2711,67.0767,0.8848,967025.9791,1660.0081
60.2548,91.1704,1.6458,1.4958,0.657722487,10.3943,70.7015,0.7921,971840.0284,1661.0
60.4072,87.6847,1.6455,1.496,0.575669586,10.4648,68.6259,0.9208,974120.4665,1662.0
60.5596,88.073,1.6401,1.4964,0.543694274,10.4096,68.1797,0.8794,973373.2396,1662.0
60.712,86.0076,1.6411,1.4968,0.468581398,10.3007,69.8959,0.9027,976417.7394,1661.0
60.8644,87.4436,1.6422,1.497,0.554404145,10.2924,69.9831,0.9049,979524.8733,1662.0
61.0168,86.3951,1.6447,1.4969,0.600578628,10.299,66.1408,0.906,983472.4434,1660.0
61.1692,86.3086,1.6387,1.4966,0.62502652,10.2741,69.7573,0.9037,982332.0868,1663.0
61.3216,85.846,1.6422,1.4966,0.599303893,10.2687,69.3522,0.8893,986882.8489,1661.0
61.474,84.897,1.6493,1.4971,0.541777789,10.2455,70.6747,0.8805,993612.8684,1662.0
61.6264,85.9297,1.656,1.4976,0.517720909,10.269,73.4861,0.8918,1000122.52,1663.0
61.7788,87.889,1.6544,1.4975,0.540496042,10.3199,69.8404,0.8799,1001627.098,1664.0
61.9312,87.2588,1.6464,1.4971,0.575112,10.3626,70.4705,0.9346,999242.5713,1663.0
62.0836,89.3185,1.6438,1.497,0.589146349,10.4253,69.9316,0.9147,1000119.612,1664.0
62.236,91.2408,1.6397,1.4973,0.569755311,10.4263,69.5696,0.8677,1000074.018,1664.0
62.3884,94.2002,1.6433,1.4972,0.550755284,10.4384,67.9065,0.8869,1004724.006,1663.0
62.5408,93.9787,1.6367,1.4968,0.539847277,10.3201,69.9165,0.8382,1003133.168,1664.0
62.6932,92.2829,1.6375,1.4962,0.537040057,10.2853,70.9817,0.8762,1006069.127,1665.0
62.8456,91.9274,1.6283,1.4953,0.531646546,10.2848,68.1757,0.869,1002848.607,1665.0
62.998,92.9648,1.6277,1.4945,0.54087478,10.3263,68.5362,0.8879,1004910.077,1665.0
63.1504,88.2852,1.6262,1.4942,0.521240016,10.3147,70.3555,0.798,1006412.769,1667.0
63.3028,86.4616,1.6262,1.4943,0.512935834,10.2807,68.654,0.8155,1008841.531,1667.0
63.4552,82.1778,1.6263,1.4941,0.493267756,10.2425,72.3151,0.831,1011332.479,1668.988
